Date,Region,Place,Trigger,Depth(m),Width (m),Vertical (m),Aspect,Elevation (m),Latitude,Longitude,Longitude (ALTERNATE)
12/18/12,Salt Lake,Lackawaxen,Snowboarder,0.9144,24.37878788,45.71022727,Northeast,3108.295455,40.596326,-111.559682,248.440318
12/18/12,Uintas,Currant Creek,Natural,1.524,304.7348485,152.3674242,Northeast,3169.242424,40.379309,-111.174345,248.825655
12/18/12,Uintas,Upper Weber Canyon,,1.524,121.8939394,91.42045455,Northeast,2955.92803,40.832473,-111.065083,248.934917
12/18/12,Provo,Outhouse,Unknown,0.6096,Unknown,Unknown,East,3016.875,40.536935,-111.63847,248.36153
12/17/12,Logan,Wellsville Mountain Wilderness,Natural,unknown,Unknown,609.469697,East,2742.613636,41.638026,-111.989136,248.010864
12/17/12,Logan,"Mt, Magog Area",Natural,unknown,Unknown,Unknown,East,2834.034091,41.916585,-111.653023,248.346977
12/17/12,Logan,Bullen Basin,Natural,0.9144,24.37878788,152.3674242,Northeast,2925.454545,41.931369,-111.670232,248.329768
12/17/12,Salt Lake,MacDonalds Draw,Natural,0.9144,60.9469697,243.7878788,Southeast,2834.034091,40.65322,-111.584487,248.415513
12/17/12,Salt Lake,10420,Natural,0.254,1.523674242,15.23674242,North,2925.454545,40.604732,-111.570325,248.429675
12/17/12,Salt Lake,Brighton,,0.6096,15.23674242,Unknown,North,3016.875,40.592578,-111.596117,248.403883
12/17/12,Uintas,Upper Weber Canyon,Natural,0.762,38.09185606,60.9469697,Northeast,2894.981061,40.840762,-111.048431,248.951569
12/16/12,Skyline,Skyline Summit,Natural,0.381,76.18371212,38.09185606,Northeast,2925.454545,39.603572,-111.282921,248.717079
12/15/12,Salt Lake,Sound of Music,Skier,0.3556,15.23674242,Unknown,East,2773.087121,40.684706,-111.599979,248.400021
12/15/12,Salt Lake,Rocky Point,Skier,unknown,Unknown,38.09185606,Northeast,3169.242424,40.578336,-111.597362,248.402638
12/14/12,Salt Lake,Millicent Peak,Explosive,1.2192,91.42045455,274.2613636,Northeast,3138.768939,40.582149,-111.585217,248.414783
12/14/12,Salt Lake,Two Dogs,Unknown,0.762,18.28409091,182.8409091,North,3077.82197,40.599291,-111.641221,248.358779
12/14/12,Salt Lake,Superior,Skier,0.3556,6.09469697,Unknown,North,3260.662879,40.592578,-111.664824,248.335176
12/13/12,Salt Lake,Cardiff Fork,,0.9144,15.23674242,243.7878788,North,3047.348485,40.594924,-111.655941,248.344059
12/12/12,Skyline,Skyline,Snowmobiler,0.3048,45.71022727,12.18939394,North,2925.454545,39.619111,-111.293564,248.706436
12/11/12,Salt Lake,MacDonalds Draw,Skier,0.6096,30.47348485,121.8939394,Northeast,2955.92803,40.644629,-111.577899,248.422101
12/09/12,Salt Lake,Squaretop,Skier,0.4064,30.47348485,Unknown,East,2894.981061,40.666073,-111.601825,248.398175
12/09/12,Salt Lake,Reynolds East Face,Skier,0.4572,45.71022727,60.9469697,East,2864.507576,40.66228,-111.645341,248.354659
12/08/12,Salt Lake,Superior,Unknown,unknown,24.37878788,Unknown,South,Unknown,40.588407,-111.659546,248.340454
12/08/12,Salt Lake,Banana Days,Skier,0.6096,18.28409091,182.8409091,North,3138.768939,40.606915,-111.643667,248.356333
12/04/12,Logan,Mt. Magog,Skier,0.4572,12.18939394,Unknown,Northeast,2864.507576,41.915787,-111.654224,248.345776
11/12/12,Salt Lake,Silver Fork Headwall,Skier,0.762,18.28409091,121.8939394,Northeast,3016.875,40.598541,-111.627402,248.372598
11/11/12,Salt Lake,Patsy Marly,Skier,0.762,30.47348485,30.47348485,North,2955.92803,40.592619,-111.616099,248.383901
11/11/12,Salt Lake,upper Days,Skier,0.9144,21.33143939,137.1306818,North,3108.295455,40.599291,-111.642315,248.357685
11/11/12,Salt Lake,Emma Ridges,Skier,0.4572,15.23674242,152.3674242,Southeast,3108.295455,40.598313,-111.628304,248.371696
11/11/12,Salt Lake,Sunset Peak,Skier,1.0668,Unknown,243.7878788,North,3169.242424,40.57859,-111.595087,248.404913
11/10/12,Salt Lake,Grizzly Gulch,Skier,0.6096,38.09185606,45.71022727,North,3047.348485,40.591275,-111.612425,248.387575
11/09/12,Salt Lake,Sunset Peak,Snowboarder,0.3556,24.37878788,9.142045455,North,3169.242424,40.577977,-111.595817,248.404183
11/08/12,Uintas,Upper Weber Canyon,Natural,0.762,38.09185606,45.71022727,Northeast,2925.454545,40.841606,-111.048346,248.951654
